route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
101,WD,T000001,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000002,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000003,Remera–Downtown (Peak),0,SHP_101
101,WD,T000004,Remera–Downtown (Peak),0,SHP_101
101,WD,T000005,Remera–Downtown (Peak),0,SHP_101
101,WD,T000006,Remera–Downtown (Peak),0,SHP_101
101,WD,T000007,Remera–Downtown (Peak),0,SHP_101
101,WD,T000008,Remera–Downtown (Peak),0,SHP_101
101,WD,T000009,Remera–Downtown (Peak),0,SHP_101
101,WD,T000010,Remera–Downtown (Peak),0,SHP_101
101,WD,T000011,Remera–Downtown (Peak),0,SHP_101
101,WD,T000012,Remera–Downtown (Peak),0,SHP_101
101,WD,T000013,Remera–Downtown (Peak),0,SHP_101
101,WD,T000014,Remera–Downtown (Peak),0,SHP_101
101,WD,T000015,Remera–Downtown (Peak),0,SHP_101
101,WD,T000016,Remera–Downtown (Peak),0,SHP_101
101,WD,T000017,Remera–Downtown (Peak),0,SHP_101
101,WD,T000018,Remera–Downtown (Peak),0,SHP_101
101,WD,T000019,Remera–Downtown (Peak),0,SHP_101
101,WD,T000020,Remera–Downtown (Peak),0,SHP_101
101,WD,T000021,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000022,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000023,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000024,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000025,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000026,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000027,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000028,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000029,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000030,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000031,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000032,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000033,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000034,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000035,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000036,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000037,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000038,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000039,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000040,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000041,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000042,Remera–Downtown (Peak),0,SHP_101
101,WD,T000043,Remera–Downtown (Peak),0,SHP_101
101,WD,T000044,Remera–Downtown (Peak),0,SHP_101
101,WD,T000045,Remera–Downtown (Peak),0,SHP_101
101,WD,T000046,Remera–Downtown (Peak),0,SHP_101
101,WD,T000047,Remera–Downtown (Peak),0,SHP_101
101,WD,T000048,Remera–Downtown (Peak),0,SHP_101
101,WD,T000049,Remera–Downtown (Peak),0,SHP_101
101,WD,T000050,Remera–Downtown (Peak),0,SHP_101
101,WD,T000051,Remera–Downtown (Peak),0,SHP_101
101,WD,T000052,Remera–Downtown (Peak),0,SHP_101
101,WD,T000053,Remera–Downtown (Peak),0,SHP_101
101,WD,T000054,Remera–Downtown (Peak),0,SHP_101
101,WD,T000055,Remera–Downtown (Peak),0,SHP_101
101,WD,T000056,Remera–Downtown (Peak),0,SHP_101
101,WD,T000057,Remera–Downtown (Peak),0,SHP_101
101,WD,T000058,Remera–Downtown (Peak),0,SHP_101
101,WD,T000059,Remera–Downtown (Peak),0,SHP_101
101,WD,T000060,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000061,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000062,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000063,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000064,Remera–Downtown (Off-peak),0,SHP_101
101,WD,T000065,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000066,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000067,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000068,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000069,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000070,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000071,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000072,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000073,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000074,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000075,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000076,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000077,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000078,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000079,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000080,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000081,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000082,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000083,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000084,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000085,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000086,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000087,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000088,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000089,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000090,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000091,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000092,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000093,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000094,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000095,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000096,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000097,Remera–Downtown (Off-peak),0,SHP_101
101,SAT,T000098,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000099,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000100,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000101,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000102,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000103,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000104,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000105,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000106,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000107,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000108,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000109,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000110,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000111,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000112,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000113,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000114,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000115,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000116,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000117,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000118,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000119,Remera–Downtown (Off-peak),0,SHP_101
101,SUN,T000120,Remera–Downtown (Off-peak),0,SHP_101
102,WD,T000121,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000122,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000123,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000124,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000125,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000126,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000127,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000128,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000129,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000130,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000131,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000132,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000133,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000134,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000135,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000136,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000137,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000138,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000139,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000140,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000141,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000142,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000143,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000144,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000145,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000146,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000147,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000148,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000149,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000150,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000151,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000152,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000153,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000154,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000155,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000156,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000157,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000158,Kabuga–Nyabugogo (Off-peak),0,SHP_102
